Lote,Plaga,Larvas,E. Plagas,X,Y,Z
C43c,Opsiphanes cassina,0,EP3C43c,-90.42092099,16.20021396,138.927124
C43c,Opsiphanes cassina,1,EP4C43c,-90.42003603,16.19874001,149.422012
C43c,Opsiphanes cassina,0,EP5C43c,-90.420937,16.19920797,140.973495
C43c,Opsiphanes cassina,0,EP6C43c,-90.42013401,16.19779897,151.50296
C43c,Opsiphanes cassina,0,EP7C43c,-90.42092401,16.19825,142.425461
C43c,Opsiphanes cassina,0,EP8C43c,-90.42004097,16.19677998,149.674561
C43c,Opsiphanes cassina,0,EP9C43c,-90.42092099,16.19726798,142.581238
C43c,Opsiphanes cassina,0,EP10C43c,-90.420046,16.19582503,159.486862
C43c,Opsiphanes cassina,0,EP11C43c,-90.42087204,16.19625603,147.363068
C43c,Opsiphanes cassina,0,EP12C43c,-90.41822897,16.19388998,179.304871
C43c,Opsiphanes cassina,0,EP13C43c,-90.41912399,16.19440304,173.362045
C43c,Opsiphanes cassina,0,EP14C43c,-90.42002496,16.19490202,173.631714
C43c,Opsiphanes cassina,0,EP15C43c,-90.41835797,16.19299999,180.094299
C43c,Opsiphanes cassina,0,EP16C43c,-90.41921301,16.19345203,177.686111
C43c,Opsiphanes cassina,0,EP17C43c,-90.42001298,16.19390097,167.5728
C43c,Opsiphanes cassina,0,EP18C43c,-90.42088998,16.19439902,161.765945
C43c,Opsiphanes cassina,0,EP19C43c,-90.420002,16.19293696,170.978027
C43c,Opsiphanes cassina,0,EP20C43c,-90.42088897,16.19340702,161.529434
C43c,Opsiphanes cassina,0,EP21C43c,-90.41739003,16.19340501,182.157181
C43c,Opsiphanes cassina,0,EP22C43c,-90.41653298,16.19387398,172.142334
C43c,Opsiphanes cassina,0,EP23C43c,-90.41647799,16.19290302,176.663101
C43c,Opsiphanes cassina,0,EP24C43c,-90.41564198,16.193375,168.256973
C43c,Opsiphanes cassina,0,EP25C43c,-90.41477596,16.194841,149.6474
C43c,Opsiphanes cassina,0,EP26C43c,-90.41566302,16.19434998,160.635223
C43c,Opsiphanes cassina,0,EP27C43c,-90.41566101,16.195317,152.089325
C43c,Opsiphanes cassina,0,EP28C43c,-90.41828304,16.19483697,161.469727
C43c,Opsiphanes cassina,0,EP29C43c,-90.41917403,16.19534098,161.177536
C43c,Opsiphanes cassina,0,EP30C43c,-90.41820902,16.19587298,156.662201
C43c,Opsiphanes cassina,0,EP31C43c,-90.41918702,16.19631596,164.389435
C43c,Opsiphanes cassina,0,EP32C43c,-90.41743001,16.19632401,154.278992
C43c,Opsiphanes cassina,0,EP33C43c,-90.41743303,16.19534902,160.635361
C43c,Opsiphanes cassina,0,EP34C43c,-90.41653398,16.19582998,158.179672
C43c,Opsiphanes cassina,0,EP35C43c,-90.41653097,16.19485097,160.733475
C43c,Opsiphanes cassina,0,EP36C43c,-90.41482802,16.19778103,153.96608
C43c,Opsiphanes cassina,0,EP37C43c,-90.41483698,16.19679297,155.881424
C43c,Opsiphanes cassina,0,EP38C43c,-90.414711,16.19580701,159.438141
C43c,Opsiphanes cassina,0,EP40C43c,-90.41917697,16.19827799,168.049622
C43c,Opsiphanes cassina,0,EP41C43c,-90.41921502,16.19730804,169.571518
C43c,Opsiphanes cassina,0,EP42C43c,-90.41829703,16.19877303,165.574799
C43c,Opsiphanes cassina,0,EP43C43c,-90.41828798,16.19780299,163.456131
C43c,Opsiphanes cassina,0,EP44C43c,-90.418277,16.19682298,167.549438
C43c,Opsiphanes cassina,0,EP39C43c,-90.41560401,16.19631504,157.535126
C43c,Opsiphanes cassina,0,EP46C43c,-90.41742397,16.19727703,164.099487
C43c,Opsiphanes cassina,0,EP45C43c,-90.41744099,16.19819099,161.016113
C43c,Opsiphanes cassina,0,EP47C43c,-90.416537,16.19874696,155.457382
C43c,Opsiphanes cassina,0,EP48C43c,-90.416565,16.19776703,156.299438
C43c,Opsiphanes cassina,0,EP49C43c,-90.41652904,16.19678199,157.432983
C43c,Opsiphanes cassina,0,EP50C43c,-90.41564198,16.19825603,155.8983
C43c,Opsiphanes cassina,0,EP51C43c,-90.41481603,16.19968104,152.743805
C43c,Opsiphanes cassina,0,EP52C43c,-90.415673,16.19922096,155.138138
C43c,Opsiphanes cassina,0,EP53C43c,-90.41568699,16.20020198,151.284744
C43c,Opsiphanes cassina,0,EP54C43c,-90.416566,16.19969797,149.5923
C43c,Opsiphanes cassina,0,EP55C43c,-90.417443,16.19921702,152.610046
C43c,Opsiphanes cassina,0,EP56C43c,-90.41746102,16.20019703,150.701599
C43c,Opsiphanes cassina,0,EP57C43c,-90.41831698,16.19970501,150.785812
C43c,Opsiphanes cassina,0,EP58C43c,-90.41917998,16.19929103,151.091614
C43c,Opsiphanes cassina,0,EP59C43c,-90.41919901,16.20028202,150.299835
C43c,Opsiphanes cassina,0,EP60C43c,-90.421772,16.19385101,150.138794
C43c,Opsiphanes cassina,0,EP61C43c,-90.42263702,16.19432903,158.733841
C43c,Opsiphanes cassina,0,EP62C43c,-90.42267197,16.19532304,166.979172
C43c,Opsiphanes cassina,0,EP63C43c,-90.42179698,16.19487704,155.554962
C43c,Opsiphanes cassina,0,EP64C43c,-90.42180302,16.195805,160.801102
C43c,Opsiphanes cassina,0,EP65C43c,-90.42093599,16.19535003,152.150635
C43c,Opsiphanes cassina,0,EP66C43c,-90.42269602,16.19631596,161.776245
C43c,Opsiphanes cassina,0,EP67C43c,-90.42179899,16.19682097,163.933701
C43c,Opsiphanes cassina,1,EP68C43c,-90.42261003,16.19733201,156.076569
C43c,Opsiphanes cassina,0,EP69C43c,-90.42183001,16.19777801,150.749481
C43c,Opsiphanes cassina,0,EP70C43c,-90.42265596,16.198294,148.830795
C43c,Opsiphanes cassina,0,EP71C43c,-90.422591,16.19929497,147.423325
C43c,Opsiphanes cassina,0,EP72C43c,-90.42163203,16.19975103,149.585083
C43c,Opsiphanes cassina,0,EP73C43c,-90.42268001,16.20023701,148.2173
C43c,Opsiphanes cassina,0,EP74C43c,-90.421843,16.20069198,147.809662
C43c,Opsiphanes cassina,0,EP75C43c,-90.42358601,16.20078502,147.822342
C44a,Opsiphanes cassina,0,EP1C44a,-90.43248299,16.19621202,168.370911
C44a,Opsiphanes cassina,0,EP2C44a,-90.43164404,16.19618604,163.316895
C44a,Opsiphanes cassina,0,EP3C44a,-90.43054903,16.19617699,160.976196
C44a,Opsiphanes cassina,0,EP4C44a,-90.42968301,16.19609401,156.140228
C44a,Opsiphanes cassina,0,EP5C44a,-90.42882001,16.19601999,146.529083
C44a,Opsiphanes cassina,0,EP6C44a,-90.42792801,16.19594799,141.881409
C44a,Opsiphanes cassina,0,EP7C44a,-90.42792398,16.19493303,117.185616
C44a,Opsiphanes cassina,0,EP8C44a,-90.42790898,16.19397196,128.708954
C44a,Opsiphanes cassina,0,EP9C44a,-90.42702503,16.19542496,125.252296
C44a,Opsiphanes cassina,0,EP10C44a,-90.42701002,16.194411,128.66272
C44a,Opsiphanes cassina,0,EP11C44a,-90.42705897,16.193446,138.138504
C44a,Opsiphanes cassina,0,EP12C44a,-90.42617703,16.19593098,127.088387
C44a,Opsiphanes cassina,0,EP13C44a,-90.42618298,16.19494602,131.338577
C44a,Opsiphanes cassina,0,EP14C44a,-90.42617996,16.19396098,140.520508
C44c,Opsiphanes cassina,0,EP1C44c,-90.41252903,16.18721799,170.51384
C44c,Opsiphanes cassina,0,EP2C44c,-90.413388,16.18674902,174.954803
C44c,Opsiphanes cassina,0,EP3C44c,-90.41411798,16.18725596,175.055267
C44c,Opsiphanes cassina,0,EP4C44c,-90.414164,16.18813698,173.982208
C44c,Opsiphanes cassina,0,EP5C44c,-90.41413701,16.18905103,175.469757
C44c,Opsiphanes cassina,0,EP6C44c,-90.41412796,16.18992501,169.559372
C44c,Opsiphanes cassina,0,EP7C44c,-90.41416098,16.192627,160.630798
C44c,Opsiphanes cassina,0,EP8C44c,-90.41409099,16.19178101,164.197021
C44c,Opsiphanes cassina,0,EP9C44c,-90.41421496,16.19081701,164.622467
C44c,Opsiphanes cassina,0,EP10C44c,-90.41333998,16.19039297,162.731506
C44c,Opsiphanes cassina,0,EP11C44c,-90.41335297,16.189506,166.072235
C44c,Opsiphanes cassina,0,EP12C44c,-90.413272,16.18863998,168.686584
C44c,Opsiphanes cassina,0,EP13C44c,-90.41261796,16.18813497,175.646255
D26a,Opsiphanes cassina,0,EP1D26a,-90.41120301,16.24335897,143.060745
D26a,Opsiphanes cassina,0,EP2D26a,-90.41123603,16.24443697,144.112671
D26a,Opsiphanes cassina,0,EP3D26a,-90.41035401,16.24496201,137.42865
D26a,Opsiphanes cassina,0,EP4D26a,-90.410339,16.24391,139.853668
D26a,Opsiphanes cassina,0,EP5D26a,-90.41030598,16.24288003,142.465118
D26a,Opsiphanes cassina,0,EP6D26a,-90.40939503,16.242372,141.390167
D26a,Opsiphanes cassina,0,EP7D26a,-90.40844796,16.24184696,143.180527
D26a,Opsiphanes cassina,0,EP8D26a,-90.409446,16.24442498,133.083832
D26a,Opsiphanes cassina,0,EP9D26a,-90.40852902,16.243924,135.446915
D26a,Opsiphanes cassina,0,EP10D26a,-90.40933896,16.24343198,134.06514
D26a,Opsiphanes cassina,0,EP11D26a,-90.40850001,16.24289998,128.345581
D26a,Opsiphanes cassina,0,EP12D26a,-90.407563,16.24239799,131.917938
D26a,Opsiphanes cassina,0,EP13D26a,-90.40662196,16.24185903,160.123535
D26a,Opsiphanes cassina,0,EP14D26a,-90.40572099,16.24133902,129.131897
D26a,Opsiphanes cassina,0,EP15D26a,-90.40649196,16.24090299,128.305176
D26a,Opsiphanes cassina,0,EP16D26a,-90.40478599,16.24081196,128.725128
D26a,Opsiphanes cassina,0,EP17D26a,-90.40394898,16.24027996,131.801468
D26a,Opsiphanes cassina,0,EP18D26a,-90.40755697,16.24342896,135.371643
D26a,Opsiphanes cassina,0,EP19D26a,-90.406657,16.24288799,134.064453
D26a,Opsiphanes cassina,0,EP20D26a,-90.405722,16.24237301,132.519318
D26a,Opsiphanes cassina,0,EP21D26a,-90.40479697,16.24187403,130.640976
D27a,Opsiphanes cassina,0,EP1D27a,-90.41248502,16.24053402,126.355995
D27a,Opsiphanes cassina,0,EP2D27a,-90.41250497,16.241466,125.525169
D27a,Opsiphanes cassina,0,EP3D27a,-90.41253297,16.24236798,125.461082
D27a,Opsiphanes cassina,0,EP4D27a,-90.41170299,16.240904,124.86425
D27a,Opsiphanes cassina,0,EP5D27a,-90.41169897,16.241882,124.690948
D27a,Opsiphanes cassina,0,EP6D27a,-90.41082499,16.24052304,121.928497
D27a,Opsiphanes cassina,0,EP7D27a,-90.41085399,16.241466,121.461624
D27a,Opsiphanes cassina,0,EP8D27a,-90.41084703,16.24229799,122.140671
D27a,Opsiphanes cassina,0,EP9D27a,-90.410007,16.240991,121.200905
D27a,Opsiphanes cassina,0,EP10D27a,-90.41001596,16.24191896,122.085121
D27a,Opsiphanes cassina,0,EP11D27a,-90.40918498,16.24057199,122.505585
D27a,Opsiphanes cassina,0,EP12D27a,-90.40919504,16.24144597,121.586685
D27a,Opsiphanes cassina,0,EP13D27a,-90.40835601,16.24098698,119.813202
D27a,Opsiphanes cassina,0,EP14D27a,-90.40753601,16.240546,123.516273
D27b,Opsiphanes cassina,0,EP1D27b,-90.40366299,16.24098798,132.991531
D27b,Opsiphanes cassina,0,EP2D27b,-90.40289101,16.24148101,135.237534
D27b,Opsiphanes cassina,0,EP3D27b,-90.403637,16.24189298,134.777054
D27b,Opsiphanes cassina,0,EP4D27b,-90.40284902,16.24238499,134.562225
D27b,Opsiphanes cassina,0,EP5D27b,-90.40355503,16.24275799,132.780182
D27b,Opsiphanes cassina,0,EP6D27b,-90.40274701,16.24325898,134.61795
D27b,Opsiphanes cassina,0,EP7D27b,-90.40363197,16.243752,132.116608
D27b,Opsiphanes cassina,0,EP8D27b,-90.402746,16.24414201,135.141953
D27b,Opsiphanes cassina,0,EP9D27b,-90.401983,16.24371101,139.769958
D27b,Opsiphanes cassina,0,EP10D27b,-90.40198099,16.24467904,136.117188
D27b,Opsiphanes cassina,1,EP11D27b,-90.40118898,16.24418098,135.083862
D27b,Opsiphanes cassina,1,EP12D27b,-90.40119602,16.24510098,132.944672
D27b,Opsiphanes cassina,0,EP13D27b,-90.40033897,16.24463696,135.73291
D27b,Opsiphanes cassina,1,EP14D27b,-90.40032296,16.24374596,134.326157
D27b,Opsiphanes cassina,0,EP15D27b,-90.40122502,16.24329703,135.535355
D27b,Opsiphanes cassina,0,EP16D27b,-90.401983,16.24280602,135.628265
D27b,Opsiphanes cassina,0,EP17D27b,-90.40117096,16.24236102,133.581955
D27b,Opsiphanes cassina,0,EP18D27b,-90.40197504,16.24185199,133.994095
D27b,Opsiphanes cassina,1,EP19D27b,-90.402012,16.24098497,137.103333
D27b,Opsiphanes cassina,0,EP20D27b,-90.40281499,16.24047702,137.45752
D27b,Opsiphanes cassina,0,EP21D27b,-90.40279797,16.23955602,134.78981
D27b,Opsiphanes cassina,0,EP22D27b,-90.40283703,16.23872202,136.321198
D27b,Opsiphanes cassina,0,EP23D27b,-90.40274399,16.23769901,149.564316
D27b,Opsiphanes cassina,0,EP24D27b,-90.40276201,16.23681103,150.331879
D27b,Opsiphanes cassina,0,EP25D27b,-90.40195199,16.23726298,149.812805
D27b,Opsiphanes cassina,0,EP26D27b,-90.40194201,16.23635204,149.040283
D27b,Opsiphanes cassina,0,EP27D27b,-90.40194,16.235512,148.738358
D27b,Opsiphanes cassina,0,EP28D27b,-90.40275296,16.23589204,150.402832
D27b,Opsiphanes cassina,0,EP29D27b,-90.401925,16.23465101,150.206238
D27c,Opsiphanes cassina,0,EP1D27c,-90.39941403,16.23807301,160.713562
D27c,Opsiphanes cassina,0,EP2D27c,-90.39949601,16.23898798,141.777313
D27c,Opsiphanes cassina,0,EP3D27c,-90.39864801,16.23947396,147.418808
D27c,Opsiphanes cassina,0,EP4D27c,-90.39957102,16.23992499,142.445618
D27c,Opsiphanes cassina,0,EP5D27c,-90.39783597,16.24085203,147.756256
D27c,Opsiphanes cassina,0,EP6D27c,-90.39865999,16.24039496,143.945236
D27c,Opsiphanes cassina,0,EP7D27c,-90.39866896,16.24130096,145.067123
D27c,Opsiphanes cassina,0,EP8D27c,-90.39951,16.24084499,142.984482
D27c,Opsiphanes cassina,1,EP9D27c,-90.39866603,16.242127,144.405899
D27c,Opsiphanes cassina,2,EP10D27c,-90.39868497,16.24311397,139.184402
D27c,Opsiphanes cassina,0,EP11D27c,-90.39784402,16.24177898,148.049011
D27c,Opsiphanes cassina,0,EP12D27c,-90.39788199,16.24266101,145.153702
D28a,Opsiphanes cassina,0,EP1D28a,-90.41249198,16.23958896,126.545944
D28a,Opsiphanes cassina,0,EP2D28a,-90.41244403,16.238748,126.093208
D28a,Opsiphanes cassina,0,EP3D28a,-90.41247002,16.23774502,124.762955
D28a,Opsiphanes cassina,0,EP4D28a,-90.41166703,16.23915796,123.960884
D28a,Opsiphanes cassina,0,EP5D28a,-90.41163803,16.23817996,124.669617
D28a,Opsiphanes cassina,0,EP6D28a,-90.41082901,16.23963397,122.158798
D28a,Opsiphanes cassina,0,EP7D28a,-90.41083303,16.23872898,123.101349
D28a,Opsiphanes cassina,0,EP8D28a,-90.41081099,16.23780403,123.820137
D28a,Opsiphanes cassina,0,EP9D28a,-90.41001001,16.23918101,122.103073
D28a,Opsiphanes cassina,0,EP10D28a,-90.41001404,16.238416,122.957901
D28a,Opsiphanes cassina,0,EP11D28a,-90.40917601,16.23965601,120.934883
D28a,Opsiphanes cassina,0,EP12D28a,-90.40835903,16.239208,122.600098
D28a,Opsiphanes cassina,0,EP13D28a,-90.40751103,16.23976498,123.144539
D28a,Opsiphanes cassina,0,EP14D28a,-90.40667804,16.23938,122.623291
D28a,Opsiphanes cassina,0,EP15D28a,-90.40589701,16.239855,125.642654
D28a,Opsiphanes cassina,0,EP16D28a,-90.40506603,16.23937497,129.563126
D28a,Opsiphanes cassina,0,EP17D28a,-90.40922002,16.237798,127.246811
D28a,Opsiphanes cassina,0,EP18D28a,-90.40919202,16.23867097,127.311745
D28a,Opsiphanes cassina,0,EP19D28a,-90.40838401,16.23832304,126.742538
D28a,Opsiphanes cassina,0,EP20D28a,-90.40753299,16.23780102,127.013985
D28a,Opsiphanes cassina,0,EP21D28a,-90.40752503,16.23880198,126.852196
D28a,Opsiphanes cassina,0,EP22D28a,-90.40670503,16.23827401,126.23719
D28a,Opsiphanes cassina,0,EP23D28a,-90.40587497,16.237841,130.651733
D28a,Opsiphanes cassina,0,EP24D28a,-90.40507802,16.238331,133.013489
D28a,Opsiphanes cassina,0,EP25D28a,-90.40420496,16.23786396,130.753296
D28a,Opsiphanes cassina,0,EP26D28a,-90.40420798,16.23881397,131.141785
D28b,Opsiphanes cassina,0,EP1D28b,-90.39904296,16.23768501,136.181152
D28b,Opsiphanes cassina,0,EP2D28b,-90.39824802,16.23914103,142.382065
D28b,Opsiphanes cassina,1,EP3D28b,-90.39826998,16.23819597,142.172867
D28b,Opsiphanes cassina,0,EP4D28b,-90.39742601,16.23958502,141.180069
D28b,Opsiphanes cassina,1,EP5D28b,-90.39742299,16.23867399,144.172836
D28b,Opsiphanes cassina,0,EP6D28b,-90.39738896,16.23773798,143.777359
D28b,Opsiphanes cassina,0,EP7D28b,-90.396605,16.24003798,143.348877
D28b,Opsiphanes cassina,0,EP8D28b,-90.39661498,16.23920297,143.39151
D28b,Opsiphanes cassina,0,EP9D28b,-90.396604,16.23821299,141.898056
D28b,Opsiphanes cassina,0,EP10D28b,-90.39575298,16.237756,143.656189
D28c,Opsiphanes cassina,0,EP1D28c,-90.390434,16.23954101,149.89357
D28c,Opsiphanes cassina,0,EP2D28c,-90.38957804,16.23932501,152.264877
D28c,Opsiphanes cassina,0,EP3D28c,-90.38959497,16.24018801,151.419434
D28c,Opsiphanes cassina,0,EP4D28c,-90.38874102,16.24065698,153.888184
D28c,Opsiphanes cassina,0,EP5D28c,-90.387904,16.24109804,155.313354
D28c,Opsiphanes cassina,0,EP6D28c,-90.38711803,16.241523,156.139709
D28c,Opsiphanes cassina,0,EP7D28c,-90.39128602,16.24112503,151.330093
D28c,Opsiphanes cassina,0,EP8D28c,-90.39044397,16.24065899,150.817963
D28c,Opsiphanes cassina,0,EP9D28c,-90.38959002,16.241134,147.189636
D28c,Opsiphanes cassina,0,EP10D28c,-90.38789604,16.242055,149.380875
D28c,Opsiphanes cassina,0,EP11D28c,-90.38703497,16.24252598,151.456024
D28c,Opsiphanes cassina,0,EP12D28c,-90.38534501,16.24251198,153.875656
D28c,Opsiphanes cassina,0,EP13D28c,-90.384495,16.24296896,153.422745
D28c,Opsiphanes cassina,0,EP14D28c,-90.38363904,16.243435,153.336304
D28c,Opsiphanes cassina,0,EP15D28c,-90.38362697,16.24437997,153.663254
D28c,Opsiphanes cassina,0,EP16D28c,-90.38278501,16.24391,154.638153
D28c,Opsiphanes cassina,0,EP17D28c,-90.38278299,16.24483704,153.659225
D28c,Opsiphanes cassina,0,EP18D28c,-90.38448804,16.24391997,152.920532
D28c,Opsiphanes cassina,0,EP19D28c,-90.38534199,16.243451,152.910873
D28c,Opsiphanes cassina,0,EP20D28c,-90.38616601,16.24391897,151.930145
D28c,Opsiphanes cassina,0,EP21D28c,-90.38618999,16.24298698,152.913528
D28c,Opsiphanes cassina,0,EP22D28c,-90.38702801,16.243464,149.530396
D28c,Opsiphanes cassina,0,EP23D28c,-90.38779596,16.24295304,148.522827
D28c,Opsiphanes cassina,0,EP24D28c,-90.38958097,16.24207503,146.974487
D28c,Opsiphanes cassina,0,EP25D28c,-90.390421,16.24160799,151.170242
D28c,Opsiphanes cassina,0,EP26D28c,-90.39127897,16.24207302,153.161301
D28c,Opsiphanes cassina,0,EP27D28c,-90.39057297,16.24246697,148.215714
D28d,Opsiphanes cassina,0,EP1D28d,-90.38256397,16.24503099,152.49556
D28d,Opsiphanes cassina,0,EP2D28d,-90.38224999,16.24451802,153.268616
D28d,Opsiphanes cassina,0,EP3D28d,-90.38224203,16.24503996,152.468246
D29a,Opsiphanes cassina,0,EP1D29a,-90.40889204,16.23691102,127.613777
D29a,Opsiphanes cassina,0,EP2D29a,-90.40808897,16.23643996,127.309975
D29a,Opsiphanes cassina,0,EP3D29a,-90.407246,16.236965,126.799225
D29a,Opsiphanes cassina,0,EP4D29a,-90.40724499,16.23600704,126.598885
D29a,Opsiphanes cassina,0,EP5D29a,-90.40643203,16.23652403,128.110474
D29a,Opsiphanes cassina,0,EP6D29a,-90.40643203,16.23553203,129.548264
D29a,Opsiphanes cassina,0,EP7D29a,-90.40560398,16.23691698,132.899551
D29a,Opsiphanes cassina,0,EP8D29a,-90.40559602,16.23607803,133.005997
D29a,Opsiphanes cassina,0,EP9D29a,-90.40473897,16.23645103,133.3564
D29a,Opsiphanes cassina,0,EP10D29a,-90.40476504,16.23554201,134.09523
D29a,Opsiphanes cassina,0,EP11D29a,-90.403896,16.23693399,132.371902
D29a,Opsiphanes cassina,0,EP12D29a,-90.40390799,16.23602296,132.732635
D29a,Opsiphanes cassina,0,EP13D29a,-90.40318698,16.23548702,136.320084
D29a,Opsiphanes cassina,0,EP14D29a,-90.40393003,16.235081,133.596619
D29a,Opsiphanes cassina,0,EP15D29a,-90.40310198,16.23461296,136.91124
D29b,Opsiphanes cassina,0,EP1D29b,-90.400329,16.23602296,139.448395
D29b,Opsiphanes cassina,0,EP2D29b,-90.39948503,16.23553002,145.379929
D29b,Opsiphanes cassina,0,EP3D29b,-90.39949902,16.23640903,143.450577
D29b,Opsiphanes cassina,0,EP4D29b,-90.39865999,16.23505401,145.159836
D29b,Opsiphanes cassina,0,EP5D29b,-90.39865899,16.23595398,142.201813
D29b,Opsiphanes cassina,0,EP6D29b,-90.39778098,16.23552298,141.855759
D29b,Opsiphanes cassina,0,EP7D29b,-90.39783798,16.23634701,141.875061
D29b,Opsiphanes cassina,0,EP8D29b,-90.39701999,16.23509701,139.277084
D29b,Opsiphanes cassina,0,EP9D29b,-90.39702401,16.23597602,137.984467
D29b,Opsiphanes cassina,0,EP10D29b,-90.39701002,16.23690499,137.711182
D29b,Opsiphanes cassina,0,EP11D29b,-90.39619597,16.23550898,137.708527
D29b,Opsiphanes cassina,0,EP12D29b,-90.39620996,16.23641004,138.276184
D29b,Opsiphanes cassina,0,EP13D29b,-90.39535903,16.23504597,137.897827
D29b,Opsiphanes cassina,0,EP14D29b,-90.39534001,16.23598499,137.243546
D29b,Opsiphanes cassina,0,EP15D29b,-90.39533196,16.23697104,136.837112
D29b,Opsiphanes cassina,0,EP16D29b,-90.39449997,16.23550597,138.158447
D29b,Opsiphanes cassina,0,EP17D29b,-90.39448396,16.23366203,137.502777
D29b,Opsiphanes cassina,0,EP18D29b,-90.395353,16.234145,138.220718
D29b,Opsiphanes cassina,0,EP19D29b,-90.39537001,16.23321704,138.445221
D29b,Opsiphanes cassina,0,EP20D29b,-90.39616898,16.23443903,139.048401
D29b,Opsiphanes cassina,0,EP21D29b,-90.39617803,16.23358802,139.401794
D29b,Opsiphanes cassina,0,EP22D29b,-90.39616504,16.23273902,138.294037
D29b,Opsiphanes cassina,0,EP23D29b,-90.39700901,16.234117,139.942505
D29b,Opsiphanes cassina,0,EP24D29b,-90.397007,16.23319801,139.945541
D29b,Opsiphanes cassina,0,EP25D29b,-90.39701203,16.23227499,140.343002
D29b,Opsiphanes cassina,0,EP26D29b,-90.39780102,16.23435002,141.749435
D29b,Opsiphanes cassina,0,EP27D29b,-90.39784402,16.23365499,142.071838
D29b,Opsiphanes cassina,0,EP28D29b,-90.39780999,16.23273801,141.226685
D29b,Opsiphanes cassina,0,EP29D29b,-90.39780999,16.23180402,140.837952
D29b,Opsiphanes cassina,0,EP30D29b,-90.39863703,16.23312299,136.590897
D29b,Opsiphanes cassina,0,EP31D29b,-90.39863996,16.23228204,135.447723
D31a,Opsiphanes cassina,0,EP1D31a,-90.40091196,16.23072501,130.348953
D31a,Opsiphanes cassina,0,EP2D31a,-90.39999004,16.22942699,149.824799
D31a,Opsiphanes cassina,0,EP3D31a,-90.39999297,16.23032997,151.892303
D31a,Opsiphanes cassina,0,EP4D31a,-90.39986397,16.23115098,148.024643
D31a,Opsiphanes cassina,0,EP5D31a,-90.40080601,16.23176596,148.531296
D31a,Opsiphanes cassina,0,EP6D31a,-90.40078397,16.23266802,147.337677
D32a,Opsiphanes cassina,0,EP1D32a,-90.39819396,16.22681201,145.773987
D32a,Opsiphanes cassina,0,EP2D32a,-90.39827703,16.22779101,147.326584
D32a,Opsiphanes cassina,0,EP3D32a,-90.39823503,16.22883498,145.4953
D32a,Opsiphanes cassina,0,EP4D32a,-90.39736801,16.22729396,148.666153
D32a,Opsiphanes cassina,0,EP5D32a,-90.39646301,16.22688803,148.450958
D32a,Opsiphanes cassina,0,EP6D32a,-90.395597,16.22730603,143.241074
D32a,Opsiphanes cassina,0,EP7D32a,-90.39471203,16.22680002,144.588608
D32a,Opsiphanes cassina,0,EP8D32a,-90.39387703,16.22636802,144.794708
D32a,Opsiphanes cassina,0,EP9D32a,-90.39383596,16.22440296,145.236099
D32a,Opsiphanes cassina,0,EP10D32a,-90.39471203,16.22498802,146.604477
D32a,Opsiphanes cassina,0,EP11D32a,-90.39470701,16.22389602,146.804855
D32a,Opsiphanes cassina,1,EP12D32a,-90.39558803,16.22617196,142.637024
D32a,Opsiphanes cassina,0,EP13D32a,-90.39563002,16.22533704,144.749115
D32a,Opsiphanes cassina,0,EP14D32a,-90.39563597,16.22435502,143.836441
D32a,Opsiphanes cassina,0,EP15D32a,-90.39559197,16.22340099,145.972595
D32a,Opsiphanes cassina,0,EP16D32a,-90.39647701,16.22584398,149.314667
D32a,Opsiphanes cassina,0,EP17D32a,-90.39648003,16.22486397,147.514633
D32a,Opsiphanes cassina,0,EP18D32a,-90.396489,16.22412602,152.286118
D32a,Opsiphanes cassina,1,EP19D32a,-90.397352,16.22615503,148.937042
D32a,Opsiphanes cassina,0,EP20D32a,-90.39735401,16.22532598,149.029938
D32b,Opsiphanes cassina,0,EP1D32b,-90.39314504,16.22688501,114.936012
D32b,Opsiphanes cassina,0,EP2D32b,-90.39315803,16.22787701,120.356369
D32b,Opsiphanes cassina,0,EP3D32b,-90.39222697,16.22644303,126.100983
D32b,Opsiphanes cassina,0,EP4D32b,-90.39221599,16.22740402,124.411148
D32b,Opsiphanes cassina,0,EP5D32b,-90.39221901,16.22843298,123.201012
D32b,Opsiphanes cassina,0,EP6D32b,-90.39129498,16.22690999,127.139969
D32b,Opsiphanes cassina,0,EP7D32b,-90.39128099,16.22800098,131.484161
D32b,Opsiphanes cassina,0,EP8D32b,-90.39217098,16.225358,131.668961
D32b,Opsiphanes cassina,0,EP9D32b,-90.39310598,16.22585798,133.547119
D32b,Opsiphanes cassina,0,EP10D32b,-90.39311604,16.22483002,132.43866
D32c,Opsiphanes cassina,1,EP1D32c,-90.39650098,16.22892299,142.480835
D32c,Opsiphanes cassina,0,EP2D32c,-90.39645597,16.22810801,141.574844
D32c,Opsiphanes cassina,0,EP3D32c,-90.39560999,16.228623,144.116333
D32c,Opsiphanes cassina,0,EP4D32c,-90.39466501,16.22894302,146.054794
D32c,Opsiphanes cassina,0,EP5D32c,-90.39468002,16.22807499,145.302521
D32c,Opsiphanes cassina,0,EP6D32c,-90.39374703,16.22861403,147.154694
D32c,Opsiphanes cassina,0,EP7D32c,-90.39374099,16.22758297,145.403214
D35a,Opsiphanes cassina,0,EP1D35a,-90.40937802,16.21819901,136.237106
D35a,Opsiphanes cassina,0,EP2D35a,-90.40936201,16.21923803,137.317947
D35a,Opsiphanes cassina,0,EP3D35a,-90.40934499,16.22027303,136.057449
